message,classification
dormi p caraio,1
@user essa semana eu tava com fogo no cu de fazer progressiva de novo aí hoje fiz escova pra ver e velho digo com toda a ctz do mundo que não passo mais progressiva nesse cabelo,1
mai q carai é esse curso mano,1
apontar causas é muito facil! quero ver ter solucoes.,0
rt @user classificado porra! vem tri olímpico!! #voleinosportv #voleinaglobo https://t.co/edt1gqo9sg,1
desse jeito eu não vou fazer nada,0
prefiro a foto do perfil do curious... mas tb beijava pra caralho. — ah é a mesma pessoa relaxa https://t.co/piiearnxtc,1
simulado sábado à tarde qr me fuder me beija,1
o pior do mundo e o mestrado em economia de milho.,1
"i have questions 茅 uma puta m煤sica sobre como a gest茫o age e oq fez a camila sentir, mas voc锚s juram que 茅 pra umas da meninas s贸 pra alimentar essa rivalidade que voc锚s inventaram entre elas #exposingmindustry",0
"@user vc está cada vez mais perdido, se componha e relate sem partidarismo!",0
o porra anuncia logo,0
"tô te assistindo, professor, presidente",0
@user não né caraio,0
rt @user tandara porra #voleinaglobo,1
@user a selca que eu pedi cacete,0
"dieguinho é papatitulos pra caralho, campeão mais uma vez",1
cara nojento,1
"@user eu acredito que isso seja campanha, só que tem um porém.
se for isso, ele está dando murros em ponta de faca, porque a esquerda não vota nele e ele está perdendo os eleitores de direita.
é frota, não sabia que tu era tão burro. 
kkkkkkkk'",1
"rt @user @user @user entao pq os dois jogos entre atletico x botafogo teve arbitragem brasileira?

como vc expli…",0
o objetivo e fazer filhos e o povo continua analfabetos. parabéns socialistas rumo ao comunismo,1
"precisava voltar a ter aula, pra aprender escrever “rascismo” do jeito certo... vc eh uma mentira",1
pra ganhar a eleição teve que prender lula sem provas .....,0
que horror canalhas,1
@user “nada demais” pqp kkkkkkk,0
@user libera rt feio,0
vota ai caralho,0
@user caralho tu é foda kkkkkkkkkkkkk,1
grandes líderes patriotas,0
vou deixar de fazer meu cabelo pra concertar meu telefone de nv ,0
"idiota. não seria melhor um prefeito honesto e competente, independente da cor? &gt;&gt;&gt; presidente do olodum avalia que salvador precisa ter um prefeito negro ou prefeita negra. https://t.co/rhthdmsrgh #política via @user",1
"se eu quisesse foder alguem do passado, fazia sem do nem piedade, mano, meu drive do google é um campo minado, um mapa que mostra os passos da pessoa todinho, q odio kk",1
coloca o ministro tarcísio para falar na televisão todo dia que o pessimismo acaba,0
maturidade e coragem,0
@user não pq é feio,0
"que porra de tarefa de física mano, nem lembro a matéria",1
rt @user tenho que ver dear white people mas estou na pausa da militancia então vou continuar vendo naruto mesmo,0
paguei pau pra editora veneta agora. https://t.co/auilpq5nkm,1
rala rala piranha,1
rt @user @user vtnc,1
só tem lei que prejudica os servidores,0
rt @user cada  rt um voto  #mpn #luansantana #luansantanashow #luanetes https://t.co/nhgfn6cesu,0
"o youtube hoje, justo hoje, resolveu me dar as notificações das partes dos episódios em que os beijos acontecem

pqp nega, o auge da provocação https://t.co/sr1o0vpps6",1
porra eu sou barman,1
"@user andre gado dando corda em cada narrativa criada contra o governo nos últimos meses e depois sutilmente voltando atrás quando não cola, ja virou regra.
suas histórias ja estão se adaptando ao novo publico, não tarda a assumir, e nos culpar.
obviamente a culpa é dos mavs",0
"se estragarem a minha relação a pala duma mentira? juro que vos caço filhos da puta. planos que a gente tem pa concrerizar que tao a meio, planos para uma vida que tao pa ser concretizados e vcs querem vir estragar isso?? jr que vos caço filhos duma ganda puta",1
"foda acordar bem e de repente se sentir um lixo, se ver no meio de uma situação que só vai tirar tua paz.",0
"não sei como o lucas tem pique pra acordar de manhã com beijo, ""bom dia amor"" e pipipopopo

eu só sinto ódio, sono e preguiça até o bom dia eu sinto vontade de mandar tomar no cu",1
único argumento dos colorados pqp,0
@user fechou o pau ksksksks tu devia ta na vip essa hr,1
"@user @user nunca jogaste contra mim , e a vossa sorte é que já não jogo ps4, senão era todos os dias a chorar , tomás aproveitavas e bebias do teu choro , não gasto dinheiro nem nada",0
finalmente em casa,0
@m1gu3lsth qual comentário de extrema direita seria?,0
"quando uma army agradeceu o yoongi falando que estava passando por uns problemas e que so far away conseguiu consolar e ajudar ela e o yoongi ficou todo alegre.

esse vídeo sempre me deixa tão feliz.
@user https://t.co/pkbru9naad",0
rt @user o carioca exaltando o rio de janeiro ta entre as coisas q me dao mais ranço na vid,0
@user caralho mas a nairóbi não né kkkk porra a mais foda fiquei decepcionada,1
@user jorge em 5°??? manual nada dessa porra...,1
"essa terceira camisa do flamengo não é feia, mas também não é bonita. sei lá, é algo sem carisma.",0
@user @user merecem uma massagem! https://t.co/hdni680opz,0
família linda parabéns presidente bolsonaro,0
rt @user eu dizendo pra mim mesma que não posso gastar meu dinheiro com doces https://t.co/7b3zpvksed,0
@user desgraçada bonita,0
se alguém me contasse que a sheherazade preocupada com o conforto emocional de bandido é a mulher que ficou famosa porque acha compreensível amarrar bandido no poste eu não acreditaria,1
mn eu fiz isso minha vida toda e só tomo no cu ,1
"repúdio total pelo comportamento racista desse coronel de bordel, a quem ela se dirige com todo respeito, tratando-o como excelência, parabéns deputada benedita pela bela explanação, estamos engajados nessa luta!",0
"patriotismo a parte..."".los hermanos"" sempre tiveram mais cultura.. desta vez foi só mais uma demonstração",0
@user eu não sou babaca ,1
e esse olho? toma no cu coisa mais linda — kkkkkkk a brigada https://t.co/nombpbfk3i,1
@user @user sopa do macaco,0
nego falando q to vendendo drog kkkkkkkkkkk sai p lá invejoso pau no cu,1
@user te amo cu,1
"@user @user rush b p90 manito 
sopa do macaco uma delicia",1
"rt @user gaúcho veio com fome de ppk
matei a vontade
vem que mato a sua rt que vc me faz feliz https://t.co/d1bwds…",1
"obrigado presidente jair bolsonaro pelo seu apoio, creio que voltara para guiar essa nação ",0
"esta fase investiga o envolvimento de grupo empresarial do setor de bebidas em mais um esquema utilizado para corromper agentes públicos e políticos.

saiba mais: https://t.co/fdtvn0mgei https://t.co/hr6dai1dut",0
rt @user 229. de jota pérola para sr kim. https://t.co/naloo4jjjl,1
cara vai se foder eu vou quebrar o meu telefone todinho na parede n quero q sobre um pedacinho p contar história ,1
rt @user @user porra eu toda misteriosa c tt trancado e vc mandando eu liberar,0
as mina chata vieram encher meu saco dnv pqp me segue no tt e no insta tem condição não porra,1
globo lixo quando essa emissora vai fechar insisted na mentira,1
@user #mpn #nowunited #uniters amigo,0
essa internet da oi é um lixo ,1
gosto demais de ver o sorriso de @dilmarousseff ,0
"caraluo porra consefuimos.porra vai bras8l.porra.buceta 
caralho uhuuwusuauzhqjzhqudhajai
aaaaaaa",1
"rt @user coisas que não aguento mais ver no tt
a tartaruga comendo o peixe
o cara fazendo mo trampo pra quebrar um ovo 
essa porra…",0
"por mil reais a mãe ri junto, rs",1
"18tao cadê vc, quero morar longe do meu pai logo",0
"""mira lo gorda que estas. me das asco""",1
rt @user transo tão gostoso q até a vida quer fuder cmg,1
bom dia futuro presidente do brasil,0
o gado baba de ódio por não terem tamanha sensatez!! ótimo ver o gado convulsionando!,1
"amigos de bh, alguém pelamorde deus me chama prum rolê hoje?!?!
tô querendo beber, dançar e curtir um bocado a noite hoje, minhajudem!",0
"o que mais eu me admiro é ver, primeiro, organizadores de eventos mundiais importantes dar voz a uma menina de 16 anos, e também, a imprensa mundial divulgar e comparar uma pirralha com um presidente da república eleito pelo povo. falta de ter o que fazer mesmo. pirralha, cresça, estude, crie/faça alguma coisa de útil, depois pode cobrar alguma coisa.",1
"juliana falando mamãe é lindo, acaba com meu coraçãozinho",0
frio da porra ,1
"essa joicehasselmannoficial é muito infantil !só dando tiro no pé,o eduardo deveria se candidatar para prefeito de são paulo aí ela iria ver o que é mexer com direita raiz como ela mesma diz..uma surra de votos!",1
"malta, mas onde eq estão a ver a temporada 5 de jane?",0
"rt @user @user mudou pra caralho cmg mas eu ainda gosto mt, acho muito bonitinho, já conversei mt",1
"@user lembrei do vídeo na nenezimha: “doutora não, puta.” kkkkk",1
"@user conte gus gus , não custa nada ",0
ser desmentida ao vivo não tem preço!!!,1
@user @user e nisso são uns campeões. irritantes da porra.,1
@user nossa vai toma no cu,1
"e antes disso um senhor utiliza duas vagas para estacionar seu carro na frente da prefeitura. afinal, ningu茅m al茅m dele precisa estacionar o carro.",0
nem lembrava mais do pimpolho ahsusuusuaushsushaha,0
vai se fuder !!!,1
"onde vagabundo fuma maconha e pensa que é o ""dono do morro, "" onde vc é ""tranquilo""  e os outros pensam q vc é  ""otário"" ,onde vc tem q cuidar só da saúde pq da sua vida os vizinhos cuidam, lugar onde os policias entram quebram sua casa toda e ngm vê agora entra com uma mulher! https://t.co/vrvfywba1a",1
"caralho, ontem eu fiz um treino bem merda de 14 minutos com intensidade baixíssima e tô quebrado ",1
@user @user @user vc por um acaso é retardada mental? pedir informações a coaf não é investigar. as investigações começariam caso os relatórios apontassem dados suspeitos. só podia ser esquerdista mesmo essa anta.,1
rt @user meu deus eu tava siriricando com um botijão e explodiu na minha buceta estou tweetando direto do necrotério ,1
"se ele ta fazendo isso pra provocar ele vai se fuder, se tiver fazendo isso achando que vou chegar nele eu sinto em lhe informar que não vou gato, então para que ta feio nego",1
"rt @user eu não posso ver um carioca/flamenguista, que eu fico, puta que pariu porque? https://t.co/ulg0yuxjli",1
porra tá enchendo o saco já o filha da puta ! deixa o pandão namorar em paz caralho! beijos do tio sanguinho,1
"rt @user @user vtnc na boa , a nintendo saiu daqui por causa de impostos e burocracia",1
"@user os caras já entenderam que a série virou uma trasheira do cacete, acho até melhor assim",1
"@user moro na pqp, um lugar de 27 mil habitantes",0
@user neste momento histórico de poder comprar ativos do nosso país pela metade do preço torna-se urgente regras claras para que o desenvolvimento e economia estejam nos parâmetros da sustentabilidade.,0
"tava voltando to mercado e me passa um grupo de adolescente, um bem viado berra “jesus do céu que gato” e a amiga segue com “meu deus que deliciaaaa” 

to rindo",1
damares será exemplo para muitos!!!!,0
que absurdo gente. espero que este indivíduo receba as penas cabíveis,0
vsf vo silenciar essa praga kkkkk,0
a menina cismou de querer ficar cmg e eu toda hora falando que sou viado,0
"ano que vem meu saopaulo estará de volta na libertadores
 #bbdebate",0
te amo bolsonaro!  te amo meu brasil! porra estou ficando louco de amor pelo meu país. ,0
"@user foi oq eu disse só que mais simplificado, pra que namorar se for pra trair ?",0
"o que ela faz com o corno não chega aos pés do que ela pede pro amante...
#corno #namoradaputa #hotwife #esposasafada #cuckold https://t.co/f5mpzzt85o",1
"@user @user @user @user @user querido toda droga causa dano, inclusive os remédios controlados que parte da minha família e várias pessoas tomam. eu quero enfiar um baseado bem no rabo do bolsonaro esse cretino, legalizado o não, os usuários não vão parar de fumar, só aguentem.",1
rt @user aprendi a dizer para as pessoas certas. https://t.co/ofsfpjxdk6,0
@user o país está infestado de boçais e trogloditas! lamentável o ocorrido!,1
"“iphone é ruim” 
mas no role:",0
@user rafinha além de ter mais habilidade está em melhores companhia,0
"benedita representa mais de 54 % da população brasileira ,eu repúdio esse ato inaceitável nesta casa legislativa ,foi a prova de que o racismo institucional prevalece em todas as faces da sociedade brasileira ! vergonha! que se faça justiça ! obrigada deputada !",0
"isso é. o cúmulo da estupidez, da ignorância e da falta de respeito. velho safado! vá criar vergonha e redimir-se de suas brincadeiras maléficas!",1
"@user vish tamo na mesma, faz mo cota que nem chego perto da lata",0
"@user geração chata...isso é folclore do futebol..somos gambás , falam do sheik, mas hoje é moda o mi mi mi....tudo pra rachar a nossa torcida. tudo é brincadeira...pra geração somente podemos chamar os adversários de “seu bobo”, seu feio!!a nutelização que acabou com o futebol...",1
rt @user puta merda já começa assim??? https://t.co/fkk9jipwuo,1
essa pirralha é manipulada!!,1
"minha conta antiga foi suspensa, me sigam nessa and stream never really over https://t.co/jcqbu0audx",0
pirralha escrota !!!,1
"lucas quer falar que eu sou sozinha, ok. mas ninguém gosta de se aproximar dele porque além de fofoqueiro é falso. ainda tomou um puta socão de um homem no festival e fez o que? nada! kkkkkkkkkk só tem marra com mulher",1
só esperando as eleições para votar contra esse taxador,0
"@user @user tem a exposição lá que falou isso né, eu acho que ficaria muito a quem esse final fodido, mas autor mesmo disse que o final vai ser amargo.",1
"@user deve ser privatizado....bancos, rede de água, luz, faculdades.
só deixa saúde, segurança e educação básica.
o resto é créu mesmo.. concordo com o bolsonaro",1
"ficção ciêntífica tornando-se realidade diante dos nossos próprios olhos...""doidera""

cientistas conseguem desenvolver ser híbrido entre humano e macaco https://t.co/n60or45ejr",0
"quem está por trás desse ""juiz"" ??? ",0
@user @user e olha a dm porra,1
momentos perigosos que minha cabeça fica ah mas pra td isso? qual sentido? quero só desistir,0
"@user @user fascista é tu. lula tá preso, babaca!",1
"rt @user menor, tem uns bgl que eu prefiro nem entender",0
rt @user sempre tem aquela pessoa que tu sabe que a desgraçada é falsa mas tu gosta da fdp ,1
quando eu comprar um desses eu vou ficar nojenta,0
meu primo pode ser chato p caralho mas dps disso eu vou defender ele sempre,1
"funkyy caraiiii olha esse som doido disgrasado ai o fdp me ve na pista da ecologic rino igual a disgrasa pensa ""porra esse cara ta doidao de md"" porra nhm eu nem uso essa merda carai olha isso pra q md se existe zenon records na ecologic 

https://t.co/b5xobeg0u7",1
"rt @user sexta feira galera bebam agua e comam frutas haha e nada de falar com ex em 

12,5k 37,3k",0
"rt @user manooooo vai se foder com o corpo das dominicanas, é a oitava maravilha do mundooooo",1
é uma besta esse cara. ,1
eu tentando explicar a @user  porque eu gastei 300 reais em coisas de beleza e acessórios sem parecer uma consumista fdp sem dinheiro. https://t.co/wsz7vfh9re,0
o que quer dizer “pastor”?! isso daí se diz “pastor” e afirma que é cristão!!! ,0
"@user porra bicho eu amo quando frentista/flanelinha me chama assim kkkkkkkwkwk minha rainha... teve um que ja me chamou de ""patroinha"" acho chique",0
"só pq sabe falar alto e o que algumas pessoas querem escutar, não quer dizer que ela vai resolver todos os problemas do planeta. apontar problemas é fácil quero ver resolver",0
governo da morte.,0
"@user @user @user só drogado noiado,não vão convidar a escrava isaura, não perceberam que hoje vcs artistas defensores do socialismo viraram chacota,não influenciam ninguém além da turminha insana ,não tem efeito na maioria do povo os protestinhos seus hipócritas.",1
"hoje faz um ano que colei grau , pqp , um ano que to formada",0
estudar quando vc tá doente é horrível pqp,0
"@user @user a resposta chegou rápido...
https://t.co/jc6qsezjqp",0
queria fazer um botox no cabelo mas o meu acabou,0
@user qua... qua... qua... que tiro foi esse?! a todo momento um celular de pol铆tico 茅 clonado?,0
"oh não tenho palavras para descrever a nossa amizade, só cntg é que tenho esta ligacao caralho, só contigo é que me parto a rir e só contigo é que as minhas saidas valem a pena a triplicar , és o meu melhor amigo e tou cntg nos bons momentos e na merda, ly ",0
"meu amigo.. política não é pra fracos não... meu amigo é muita treta. também, enquanto os salários forem altos terá até mortes, como tem. era pra ser salário de professor isso aí",0
@user “vai ligar é caralho” kjkkkkkjkkkk,0
@user ahh parabens aos deputados?!?!? vc é muito cara de pau mesmo né maia.,1
@user @user hj tem show carai ta moscano,1
"@user @user @user ""mais"" o governo...??? fala portugu锚s?",0
eu sou muito parecida com o meu pai eu odeio isso eu gosto muito do meu pai mas ele eh muito feio,1
"minha mãe é tão sem noção, fala umas coisas minhas pros outros que pqp podia ficar quieta",1
"@user tenho essa, n pode ser real, olha a qualidade do ngc pqp https://t.co/wk9m2ies3w",0
os homens bolsonaro todos são lindos puxou o pai,0
"enfia o ""ata"" no seu cu ,reponde direito tipo ""entendi amor da minha vida""",1
"@user @user o que tem a ver? to flnd que a turma aqui se quiser ser resist锚ncia tem que focar em todos do eixo e n s贸 o flamengo... c贸rintas tem 3掳 maior torcida de recife e ngm fala nd... muitos torcem pra time paulista l谩 e n falam nd, s贸 quando 茅 fla tipo eu, que se comovem tendeu?",0
"@user porra, eu não sei os dias",1
rt @user @user @user samo duassss meu twitter tá cheio de kessy tem algo melhor? #mpn #tazercraft,0
"indo pra uma festa nesse frio do caralho, só o fogo no cu desse bonde mesmo",1
"e tua mãe que vendia pack de pé kkkkkkkkkkkkkkkkkkkkkkkkk
caralho ver os vídeos do orochi me apodreceu mais ainda",0
"joice , gosto de vc ... mas ao que parece vc saiu um pouco da rota. siga as condutas da janaína. não precisa concordar com tudo. mas suas atuações estão bem tristes",0
rt @user @user vai ser lindo ver uma mulher digna colocar esse lixo no seu devido lugar. força!,1
caracou eu to no doom viado,1
"@user 1- stf deu 48h para a polícia federal apresentar o conteúdo apreendido com os hackers

2- stf suspendeu as investigações da receita federal contra 130 pessoas, incluindo agentes públicos e os próprios ministros. 

o stf é uma vergonha!",0
faz pergunta lá  #curiouscat https://t.co/lsrpqgqo96,0
medo de ser mãe e virar chacota por causa do jeito mongolóide de falar/escrever,1
"@user sim, mas pelo dobro do preço kk agora vou ter que pagar 10 reais",0
mano vai tomar no seus cu eu tenho a melhor namorada do mundo pqp ,1
o gui reclama que eu durmo do nada e deixo ele falando sozinho mas ele tbm some do nada e volta 3 horas depois como se nada tivesse acontecido 馃槀馃槀馃槀馃う鈥嶁檧锔�,0
"@user @user bts já faz seu próprio festival gente, eles seguram um show com a quantidade que quiser sozinho, muita coragem pedir pra eles irem pro lolla... porque noção num tem.",0
@user nem me fale,0
rt @user caralho  https://t.co/w4fldyspw3,1
"pq nego não faz o teu e deixa o dos outros em paz??? porra, bagulho de retardado ficar julgando o trabalho dos outros, corre atrás do seu e pronto porra https://t.co/qrzbyzvuxj",1
que porra de batalha foi aquela ontem fi kkkkkkkkk,1
"dois ridiculos, se manca",1
@user bom dia lindo,0
@user @user cala a boca sua feia,1
está na hora de retornar para a. cadeia,1
@user ele é ridículo kkkk,0
projeto de retardado,1
se ela decidir cortar o cabelo curto eu to fudido ,1
homenzinho de última!,1
lula é muito inteligente !!! ,0
família maravilhosa. parabéns querido presidente!,0
minha mãe pediu p fazer caipirinha e encher no cu de vocês p ficar ruim rádio,1
vamo pra tóquio sim caralho,1
eu ia mudar de icon mas esse ficou genial pro videoksjd,0
 vai ganhar para porteira de cabaré ,1
como alguém pode falar em honra se não sabe o q é isto e nunca teve.,0
"hoje é seu dia,e vc tá aí dentro desse maldito lugar,mais aqui fora vc não tá esquecido... parabéns meu bbzim era só sua liberdade de presente ",0
velho ridículo ,1
mulherzinha safada,1
"tô com uma puta sdds do meu filho, mas estou c mt preguiça de ir p catarina",1
"@user @user @user corinthians e palmeiras tem conceitos diferentes. exemplo: corinthians foi campeão em 1953 a pequena taça do mundo, ganhando de barcelona, roma e caracas, duas vezes d cada time no torneio. apesar de ser uma conquista importante, o corinthians não considera um título mundial... +",0
"tá famosa no krt, crlho, quem te viu q te vê, tinha medo de piroc* agr só pensa em fuder ",1
@user e caf茅 茅 o que?,0
"segurando o choro há dias, fingindo felicidade também. que sentimento horrível puta que pariu. como minha vida virou isso?",1
sustente suas ideias??????!!!!,0
"vocês estão fazendo tempestade em copo de água. vc postando isto, também está dando munição para oposição. pensa bem ",0
"mano me negaram mais uma vez

essa semana a vida tá só na voadora https://t.co/1lahuqzltr",0
macho escroto querendo me ofender me chamando de feminista (???) https://t.co/vkustzxdhp,1
"arrasouuu,  branco encardido,  tomou na cara lixo veio",1
"@user jogo pay-to-win do caralho, me estressa mas não tem como ficar sem",1
atitude intolerável! cadeia para esse deputado estúpido e imbecil! #forapsllixo,1
"sim, ela tem penas.......com certeza",1
"@user parabéns ao bolsonaro  e não a vocês , ladrões safados, cara de pau",1
carai derrubei o cu,1
"os vizinhos t茫o jogando domin贸 desde cedo, chega t么 na vontade",0
"mary me via sempre na rua, tinha um crush em mim, mas nunca puxou assunto comigo
um dia começamos a conversar e ela foi no show do fucking raça negra só pra me conhecer 
e cá estamos, mês que vem faz um ano que o show aconteceu https://t.co/akcbot08xo",1
se diz evangélico.pior dos seres a pedra arremessada e igual bumerangue prezado divirta.se com seu veneno.,1
"@maisa vamos tesouro, ñ se misture com essa gentalha ",1
feliz natal e próspero ano novo. saudações democráticas. um abração fraterno. sorrir é preciso  movimento político repensar petrolina melhor - rpm. ,0
v茅i quem 茅 que esquece mochila p viajar??????? 茅 igual ir p festa e esquecer ingresso mkkkkkkkk,0
"cada vez mais eu penso que não sou sulista pq toda vez que eu vejo no twitter alguém citando os sulistas é sempre alguém passando vergonha, sendo escroto, sendo sem noção e eu não sou assim k https://t.co/bakbcmb1st",1
tenho que ler dois volume de dororo hj so pq o viado do meu irmão quer ler hoje a  noite,1
"pqp q grto lindo, surto",1
na moral kkkkkkkkkk,0
precisa fazer novas harmonizações. estas ficaram mais falsas ainda...,1
"as bactérias cadavéricas camufladas de militantes político-partidários esquerdistas, ou vice-versa, apavoram-se diante da verdade, que, como a luz solar do meio-dia, atravessa-lhes os olhos e cega-lhes o cérebro.",1
puta que pariu que fofo,1
@user cuidado com as voltas que o mundo dá,0
a perseguição é do homem mais o livramento e de deus,0
"@user apenas se beneficiando de um furto, uma ova. é conivente, se não for o patrocinador e mandante do furto, com o agravante de que é receptador confesso e, receptador é criminoso. recepção dá cadeia.",0
será q eu sou um lixo impossível de ser amada eh isto???,0
vem tóquio caraio,1
gabriel não quer tatuar minha bunda.... garoto tóxico,1
"a raiva de hoje é para com signos de fogo 

um murro básico na cara de alguns",0
reunião dos estrumes,1
"o ruim de ter mãe com peso parecido é que na cabeça dela os pesos que deixam ela “”gorda”” são os mesmos que me deixam

gente eu tenho 1.57
ela tem 1.52

meu peso ideal é 53kg (calculado pela nutei) 

mas na cabeça dela se eu passo de 49kg eu fico gorda, minha cara fica gorda etc",0
"já tô fazendo sucesso nesse governo....   vou levar até o pessoal do outro lado..

""moro cita apoio de juízes evangélicos à portaria 666""

obrigado @user !! tamojunto!!!",0
vcs não tem mãe não porra ?,1
rt @user isto tudo para partir a puta de um ovo?! https://t.co/lciikolbau,0
eu iria amar o retorno dele pro timão,0
eu entendi foi nada,0
puta que pariu eu amo esse time,0
rt @user @user linda da porra ,1
putaquepariu,1
"esse show ficou na história e no coração de muitos. 
amo

#mtvhottest @user",0
maraaaaaaaa puta que pariu,1
"q merda é essa? ah, bozo abriu a boca de novo.",1
depois dessa dai eu desisto da comunidade,0
se eu beber será se o sono passa o suficiente pra me deixar terminar minha tarefa ?,0
o frio não ta pra brincadeira não pqp,1
"que susto do caralho, sou míope mano, para conseguir ver que tinha uma frase em baixo foram 10 colapsos",0
"se arrepende de alguma coisa? — não me arrependo de nada, tudo que fiz me trouxe algo, se não foi felicidade pra caralho, foi aprendizado de sobra!!!!!!!!! https://t.co/vzxmu9pnsu",0
não quero ficar em casa hoje,0
"triste isso....força e acabem com esse racista por falta de decoro, por violência e racismo declarado",1
nossa literalmente todos mas isso varia de membro pra membro,0
"pqp que jogo, tamo em tóquio porraaaa",0
tpm atacando com for莽a e pra completar ainda estou com 38 d febre,0
"caralho mano a pamella fica linda de todo jeito
garotaaaaa???? me explica como cê faz p ser tão maravilhosa",0
"@user caralho, idris elba representou",1
"policia, raça desgraçada ",1
"um ridículo, sem noção, doentio...e rir ...criminoso!",1
caralho sao paulo vai com calma,0
bem vindo ao sul...,0
"hino colorado ecoando no beira rio, ontem, diante do nacional. o inter volta 脿 fase de quartas de final da libertadores, onde esteve pela 煤ltima vez em 2015. https://t.co/5qdqmkb72i",0
"sei lá essa viagem tem sido tão perfeita, quando eu chegar vou ficar triste viu pqp",1
"""que as esperanças se renovem e que o amor seja a palavra final para todas as decisões. que o perdão seja lei e que a paz alcance todos os corações. que as dores terminem, que as aflições cessem, que o medo chegue ao fim. que nós tenhamos coragem para enfrentar toda situação.""",0
putinha da surra de priquito,1
"minha vida escolar tá um cu e a de vocês?
https://t.co/llq6lnrdcz",1
rt @user essa chuva estragou o rolê de hj pqp ..,0
"30 anos a praça é nossa (sbt), carlos alberto de nóbrega entrevista com ricardo marujo, jornal1, canal 3 da net, tv guarulhos, geek world cosplay, tv usa brazil
https://t.co/u475udvyxd https://t.co/gyrnlzqlzm",0
fds vão todos para o caralho mano,1
@user que locurada mano pqp,1
musical “brilha la luna” leva canções do grupo rouge para o teatro – saiba como concorrer uma vaga no elenco! https://t.co/ltk6zrzshq https://t.co/1nh4u1lad5,0
@user aquela espécie lá o macho babaca,1
"mano que porra é essa que eu acabei de ver, vtnc",0
q porra eh essa mano?,1
abri minha a capa do celular e veio 70 reais ???? da onde saiu essa grana,0
que corrupto chato,1
"poste uma foto de vc e 3 bias seus e deixe seus mutuals decidirem com quem eles shippam mais vc

to com vergonha mas nao deixem flopar  https://t.co/oeizj9x2ar",0
"por exatamente 45 anos eu confiei , hoje fizeram reforma tributária mas esqueceram de isentar de ir retido na fonte e previdência iniciada em 2003 os trabalhadores do brasil",0
rt @user rebole a bunda e fume um baseado antes de gravar seu clipe mulher https://t.co/xydq7ienbs,0
o garoto veio perguntar como eu tava e eu soh de sacanagem   esse trem tá bão demais da conta,0
o que aconteceu com o joão gordo? que bom que já está recuperando...,0
@user @user provou né seu tonto kkkkk,0
o beijo offgun em tol puta merdaaahskdj,1
"difícil acreditar que alguém que se diz humano, repórter, tenha tido a coragem de dizer essas coisas.",0
"rt @user caralho viado parece o thales, se for ele , que homem foda pqp, muita saudades dele fi https://t.co/9ypfl9bc5t",1
@user que tabaco da porra,1
saudades daquele oral que só tu faz — kkkkkkkkkkkkkkkkkkk q porra é essa https://t.co/pmermzmcmw,1
@user respeita o pépé filho da puta primeiro jogo contra vcs ele faz 1 gol e duas assistência,1
@user kkkkkkk vsf,0
"rt @user eu sou feia pra crlh ,insuficiente pra crlh ,inutil tbm ...",1
carai kkkkk,0
bando de biscoitero do caralho,1
isso é um caso políticos tem muitos que não podem serem falados...,0
os meus pais acabaram de me foder a puta do verão esqueçam,1
medo de ir pra um rolê de novo e para no hospital com a gabriele passando mal kkkkkkk,0
fé em deus e nada no mundo vai nós parar  https://t.co/8ziiqxjqss,0
"eu acho tão feio casal que se expõem demais nas redes sociais e quando a gente de fora, conhece o casal e sabe que não é toda aquela fidelidade exposta na internet da logo um ranço",0
porra cade a cobertura na largadinha caralho,1
tudo lugar da internet que eu vou aparece um tweet da @user (isso não é uma reclamação.),0
"tecnologia abriu infinitos caminhos pro som de estúdio, tem banda q soa muito diferente ao vivo. um exemplo é o highly suspect, puta banda no estúdio e ao vivo tbm, mas é beeem diferente, duas experiências distintas em sonoridade mas iguais em fodacidade",0
@user que buceta linda é gostosa,1
carai o raff mandou a diss p recayd mto foda kkkkk,1
é cada coisa q a gente ler macho só fala merda pqp,1
"é minha, cuido mesmo, pronto e acabou",0
"bando de sem vergonhas, atraso do brasil!",1
será q um dia eu vou poder tweetar isso meu pai,0
o cinéfilo boy lixo não sabe um filme bom quando tá na frente dele.......,1
malhei braço pesado agora pra tirar um siso pqp,1
lula o melhor da história,0
vsf que dia triste,0
"@user curto muito seus dados e análises querido, obrigado!",0
"https://t.co/vts380c9cq gozou com o pau enfiado no cuzinho.

#sindicatodosdivulgadores
@user
@user
@user 
@user
@user 
@user 
@user 
@user
@user
@user
@user

apoio: @user https://t.co/x20evfnxrn",1
"@user não importa o que ele fale, importa é que ele está fazendo a coisa certa.",0
@user meu deus eu pensei que a 1 fosse uma idola tua pqp vc eh maravilhosa como que pode? e demi sem duvidass,0
meu futuro presidente ,0
"o fato 茅 que, o terreiro foi completamente comprometido e as pessoas que se re煤nem l谩, ter茫o de se agilizar para colocar tudo em p茅 e em ordem novamente... 

alem da perda emocional e do desgaste do povo de l谩, elementos ritual铆sticos e a estrutura do local precis茫o de reformas",0
"ai vem a hipocrisia, sou contra concurso de beleza pois mulher não é objeto, ok mas se a vencedora for negra, ou qualquer representante de uma minoria ai tudo bem relativo isso.",1
"vamos  manifestar nossa indigna莽茫o.
#stfvergonhanacional",0
rt @user mil favor 茅 muita coisa nu https://t.co/ecwc4yj6yx,0
parece que tem bolsominion puto com o frota por... falar a verdade. hahahaha,0
@user o mais safado tnc,0
"caralho, n sei como ainda to de pé",0
